경기날짜,팀1 이름,팀2 이름,팀1 점수,팀2 점수,팀1 투수,팀2 투수
20130515,삼성,두산,8,3,로드리게스,김선우
20130515,SK,KIA,4,3,윤길현,앤서니
20130515,NC,롯데,6,4,이태양,고원준
20130515,한화,넥센,1,19,이브랜드,밴헤켄
20130516,삼성,두산,0,7,장원삼,니퍼트
20130516,SK,KIA,9,2,백인식,윤석민
20130516,NC,롯데,8,5,임창민,강승현
20130516,한화,넥센,5,6,송창식,한현희
20130517,두산,한화,4,5,노경은,임기영
20130517,롯데,SK,3,4,강영식,이재영
20130517,삼성,NC,2,1,백정현,이재학
20130517,KIA,LG,3,2,소사,리즈
20130518,삼성,NC,7,3,차우찬,임창민
20130518,두산,한화,2,14,이혜천,안승민
20130518,롯데,SK,6,5,옥스프링,임치영
20130518,KIA,LG,3,1,서재응,우규민
20130519,삼성,NC,7,4,배영수,아담
20130519,두산,한화,15,8,유희관,임기영
20130519,롯데,SK,11,5,유먼,진해수
20130519,KIA,LG,4,7,김진우,류제국
20130521,넥센,두산,15,7,밴헤켄,김상현
20130521,NC,SK,2,6,이태양,세든
20130521,LG,삼성,4,8,신재웅,차우찬
20130521,한화,KIA,2,8,이브랜드,양현종
20130522,넥센,두산,8,4,김병현,니퍼트
20130522,NC,SK,4,3,에릭,백인식
20130522,LG,삼성,9,1,리즈,장원삼
20130522,한화,KIA,3,1,바티스타,윤석민
20130523,넥센,두산,1,2,마정길,홍상삼
20130523,NC,SK,6,2,이재학,윤희상
20130523,LG,삼성,3,2,주키치,윤성환
20130523,한화,KIA,2,10,송창현,소사
20130524,삼성,한화,8,1,밴덴헐크,김혁민
20130524,SK,LG,3,4,김광현,이동현
20130524,NC,KIA,10,5,찰리,서재응
20130524,롯데,넥센,2,1,송승준,강윤구
20130525,삼성,한화,6,1,배영수,김경태
20130525,SK,LG,5,1,레이예스,신정락
20130525,NC,KIA,9,2,아담,김진우
20130525,롯데,넥센,3,4,김사율,한현희
20130526,삼성,한화,1,3,로드리게스,이브랜드
20130526,SK,LG,0,1,세든,봉중근
20130526,NC,KIA,4,7,이태양,양현종
20130526,롯데,넥센,1,7,유먼,밴헤켄
20130528,두산,롯데,3,8,유희관,이명우
20130528,한화,LG,4,3,바티스타,정현욱
20130529,넥센,NC,6,4,한현희,최금강
20130529,두산,롯데,0,3,노경은,이재곤
20130529,한화,LG,1,7,김경태,주키치
20130530,넥센,NC,1,7,김병현,이재학
20130530,삼성,SK,5,4,윤성환,레이예스
20130530,두산,롯데,6,8,김선우,송승준
20130530,한화,LG,3,5,송창식,이동현
20130531,넥센,두산,10,3,강윤구,니퍼트
20130531,NC,한화,7,2,찰리,이브랜드
20130531,롯데,삼성,10,0,옥스프링,밴덴헐크
20130531,LG,KIA,11,2,신정락,소사
20130601,넥센,두산,4,8,김영민,임태훈
20130601,NC,한화,8,3,아담,김광수
20130601,롯데,삼성,2,1,유먼,배영수
20130601,LG,KIA,7,3,이동현,송은범
20130602,넥센,두산,4,11,밴헤켄,유희관
20130602,NC,한화,1,5,이태양,바티스타
20130602,롯데,삼성,3,5,이명우,차우찬
20130602,LG,KIA,5,4,봉중근,유동훈
20130604,삼성,넥센,1,3,로드리게스,나이트
20130604,SK,NC,4,2,세든,에릭
20130604,두산,LG,9,7,노경은,주키치
20130604,KIA,롯데,7,2,김진우,이재곤
20130605,삼성,넥센,3,3,,
20130605,SK,NC,5,11,김광현,손민한
20130605,두산,LG,3,5,김선우,우규민
20130605,KIA,롯데,3,6,서재응,송승준
20130606,삼성,넥센,7,15,차우찬,이정훈
20130606,SK,NC,4,7,레이예스,찰리
20130606,두산,LG,4,5,임태훈,이동현
20130606,KIA,롯데,3,13,소사,옥스프링
20130607,두산,삼성,2,3,홍상삼,안지만
20130607,롯데,LG,4,7,유먼,류제국
20130607,KIA,넥센,2,8,윤석민,김영민
20130607,한화,SK,3,12,김혁민,백인식
20130608,두산,삼성,1,2,홍상삼,안지만
20130608,롯데,LG,0,6,고원준,리즈
20130608,KIA,넥센,8,6,양현종,밴헤켄
20130608,한화,SK,3,4,안승민,전유수
20130609,두산,삼성,2,4,노경은,차우찬
20130609,롯데,LG,8,2,이재곤,주키치
20130609,KIA,넥센,6,4,김진우,나이트
20130609,한화,SK,8,4,윤근영,이재영
20130611,SK,두산,7,5,김광현,이정호
20130611,NC,KIA,2,7,에릭,임준섭
20130611,LG,한화,11,3,우규민,송창현
20130612,넥센,롯데,3,6,박성훈,정대현
20130612,SK,두산,1,2,레이예스,니퍼트
20130612,NC,KIA,1,2,아담,소사
20130613,넥센,롯데,3,4,박성훈,김승회
20130613,SK,두산,3,8,백인식,올슨
20130613,NC,KIA,7,8,이재학,송은범
20130613,LG,한화,6,1,신정락,이브랜드
20130614,넥센,LG,3,4,이보근,봉중근
20130614,삼성,NC,14,6,차우찬,임창민
20130614,한화,롯데,5,9,윤근영,정대현
20130615,넥센,LG,0,9,나이트,리즈
20130615,삼성,NC,3,8,장원삼,손민한
20130615,SK,KIA,3,8,세든,양현종
20130615,한화,롯데,3,2,김혁민,강영식
20130616,넥센,LG,4,5,밴헤켄,우규민
20130616,삼성,NC,7,7,,
20130616,SK,KIA,7,9,김광현,김진우
20130616,한화,롯데,3,4,유창식,이재곤
20130619,삼성,SK,2,4,밴덴헐크,레이예스
20130619,롯데,두산,13,6,김승회,김상현
20130619,LG,NC,4,1,이상열,이태양
20130619,KIA,한화,8,2,소사,이브랜드
20130620,삼성,SK,5,2,로드리게스,윤희상
20130620,롯데,두산,4,2,김승회,오현택
20130620,LG,NC,3,4,이상열,임창민
20130620,KIA,한화,6,3,양현종,김광수
20130621,NC,넥센,4,1,손민한,나이트
20130621,롯데,SK,4,5,김성배,박희수
20130621,LG,삼성,8,4,봉중근,백정현
20130621,한화,두산,2,7,김혁민,니퍼트
20130622,NC,넥센,1,2,에릭,손승락
20130622,롯데,SK,3,2,홍성민,김광현
20130622,LG,삼성,2,7,신재웅,장원삼
20130622,한화,두산,7,8,김경태,정재훈
20130623,NC,넥센,5,9,이태양,밴헤켄
20130623,롯데,SK,5,8,김승회,이재영
20130623,LG,삼성,8,2,우규민,차우찬
20130623,한화,두산,3,8,안승민,노경은
20130625,SK,넥센,3,2,레이예스,김병현
20130626,삼성,한화,2,5,밴덴헐크,이브랜드
20130626,SK,넥센,4,7,윤희상,강윤구
20130626,두산,KIA,4,4,,
20130626,NC,롯데,2,3,임창민,정대현
20130627,SK,넥센,6,2,세든,나이트
20130627,두산,KIA,5,4,니퍼트,신승현
20130627,NC,롯데,0,2,이재학,유먼
20130628,넥센,한화,7,8,송신영,송창현
20130628,SK,LG,2,1,김광현,리즈
20130628,두산,NC,6,5,정재훈,임창민
20130628,KIA,삼성,5,6,앤서니,김희걸
20130629,넥센,한화,6,5,이보근,임기영
20130629,SK,LG,0,4,백인식,류제국
20130629,두산,NC,2,1,노경은,이태양
20130629,KIA,삼성,2,4,송은범,윤성환
20130630,넥센,한화,6,0,김병현,이태양
20130630,SK,LG,3,4,레이예스,주키치
20130630,두산,NC,5,9,이정호,아담
20130630,KIA,삼성,3,10,임준섭,장원삼
20130702,넥센,NC,0,2,이보근,찰리
20130702,삼성,롯데,6,4,안지만,정대현
20130702,KIA,SK,8,2,김진우,세든
20130703,넥센,NC,3,4,나이트,이재학
20130703,삼성,롯데,2,9,로드리게스,유먼
20130703,KIA,SK,3,4,앤서니,박정배
20130703,한화,LG,8,9,송창식,이동현
20130705,삼성,두산,6,9,배영수,니퍼트
20130705,LG,넥센,10,12,임정우,한현희
20130706,삼성,두산,2,4,윤성환,유희관
20130706,SK,한화,3,9,레이예스,김혁민
20130706,롯데,KIA,6,8,정대현,박지훈
20130706,LG,넥센,3,6,류제국,김영민
20130707,삼성,두산,8,2,장원삼,올슨
20130707,LG,넥센,2,11,주키치,강윤구
20130709,SK,삼성,9,3,김광현,밴덴헐크
20130709,두산,한화,5,0,노경은,이브랜드
20130709,NC,LG,1,2,임창민,봉중근
20130709,롯데,넥센,1,3,옥스프링,나이트
20130710,SK,삼성,4,5,박정배,오승환
20130710,두산,한화,6,2,김상현,바티스타
20130710,NC,LG,1,8,손민한,리즈
20130710,롯데,넥센,6,2,유먼,이보근
20130711,SK,삼성,5,1,세든,윤성환
20130711,두산,한화,0,6,니퍼트,김혁민
20130711,NC,LG,2,4,아담,우규민
20130712,롯데,NC,1,2,송승준,에릭
20130712,한화,삼성,2,7,이태양,장원삼
20130713,롯데,NC,7,8,김승회,임창민
20130713,LG,SK,10,1,류제국,레이예스
20130713,KIA,두산,2,9,소사,유희관
20130713,한화,삼성,2,6,마일영,심창민
20130714,롯데,NC,1,10,옥스프링,찰리
20130716,넥센,SK,5,6,나이트,김광현
20130716,NC,두산,1,5,손민한,노경은
20130716,LG,롯데,5,3,봉중근,김사율
20130716,한화,KIA,8,3,송창식,서재응
20130717,넥센,SK,9,10,손승락,진해수
20130717,NC,두산,0,4,아담,니퍼트
20130717,LG,롯데,5,3,신정락,송승준
20130717,한화,KIA,2,6,김혁민,윤석민
20130719,이스턴,웨스턴,4,2,오현택,송창식
20130723,두산,넥센,5,8,유희관,나이트
20130723,NC,삼성,0,2,찰리,윤성환
20130723,롯데,한화,5,4,유먼,이브랜드
20130723,KIA,LG,3,13,소사,리즈
20130724,두산,넥센,6,8,홍상삼,송신영
20130724,NC,삼성,3,4,손정욱,안지만
20130724,롯데,한화,6,5,김승회,박정진
20130724,KIA,LG,7,4,김진우,류제국
20130725,두산,넥센,11,5,이재우,김병현
20130725,NC,삼성,1,6,이재학,차우찬
20130725,롯데,한화,5,1,송승준,조지훈
20130725,KIA,LG,0,1,윤석민,우규민
20130726,넥센,삼성,7,13,김영민,배영수
20130726,SK,롯데,11,1,김광현,허준혁
20130726,LG,두산,12,15,정현욱,홍상삼
20130726,KIA,NC,4,5,유동훈,손민한
20130727,넥센,삼성,5,6,이정훈,오승환
20130727,SK,롯데,4,7,윤길현,김성배
20130727,LG,두산,9,5,신재웅,핸킨스
20130727,KIA,NC,4,8,박경태,이성민
20130728,넥센,삼성,5,2,나이트,윤성환
20130728,SK,롯데,4,3,윤길현,김성배
20130728,LG,두산,4,7,리즈,유희관
20130728,KIA,NC,8,4,최향남,이성민
20130730,삼성,KIA,8,5,장원삼,김진우
20130730,두산,롯데,2,6,노경은,옥스프링
20130730,NC,SK,4,2,에릭,레이예스
20130730,한화,넥센,10,3,이브랜드,강윤구
20130731,삼성,KIA,16,4,배영수,윤석민
20130731,두산,롯데,9,1,이재우,송승준
20130731,NC,SK,3,0,이재학,백인식
20130731,한화,넥센,2,5,김혁민,문성현
20130801,삼성,KIA,12,2,밴덴헐크,임준섭
20130801,두산,롯데,8,3,김선우,이재곤
20130801,NC,SK,5,4,이성민,김광현
20130801,한화,넥센,2,5,조지훈,밴헤켄
20130802,넥센,KIA,6,4,송신영,최향남
20130802,삼성,LG,2,4,차우찬,우규민
20130802,두산,SK,6,4,오현택,박희수
20130802,한화,NC,0,4,유창식,찰리
20130803,삼성,LG,3,0,윤성환,리즈
20130803,두산,SK,5,7,유희관,윤희상
20130803,한화,NC,4,2,송창현,이태양
20130804,넥센,KIA,0,6,나이트,김진우
20130804,삼성,LG,6,9,장원삼,김선규
20130804,두산,SK,5,2,홍상삼,임경완
20130806,넥센,두산,4,5,밴헤켄,윤명준
20130806,LG,NC,5,1,신재웅,에릭
20130806,KIA,롯데,3,5,소사,유먼
20130807,넥센,두산,7,11,송신영,김선우
20130807,SK,한화,7,1,백인식,이브랜드
20130807,LG,NC,14,5,신정락,이재학
20130807,KIA,롯데,1,7,양현종,옥스프링
20130808,SK,넥센,4,1,김광현,문성현
20130808,롯데,LG,5,4,송승준,우규민
20130808,KIA,NC,4,5,신창호,이민호
20130808,한화,삼성,3,10,김혁민,배영수
20130809,SK,넥센,4,4,,
20130809,롯데,LG,2,7,고원준,리즈
20130809,KIA,NC,5,2,서재응,노성호
20130809,한화,삼성,14,2,바티스타,카리대
20130810,삼성,KIA,10,4,밴덴헐크,김진우
20130810,롯데,SK,0,6,김사율,윤희상
20130810,LG,두산,3,2,이동현,홍상삼
20130810,한화,넥센,5,11,송창현,김영민
20130811,삼성,KIA,5,6,안지만,박지훈
20130811,롯데,SK,3,4,김승회,박정배
20130811,LG,두산,3,1,신재웅,노경은
20130811,한화,넥센,6,3,유창식,밴헤켄
20130813,NC,한화,3,1,임창민,박정진
20130813,롯데,두산,2,3,정대현,홍상삼
20130813,LG,삼성,16,9,이상열,장원삼
20130813,KIA,SK,2,9,양현종,김광현
20130814,NC,한화,5,1,찰리,조지훈
20130814,롯데,두산,6,7,김성배,윤명준
20130814,LG,삼성,2,9,신정락,차우찬
20130814,KIA,SK,1,8,빌로우,세든
20130815,넥센,롯데,6,1,나이트,홍성민
20130815,삼성,NC,2,4,안지만,손민한
20130815,두산,KIA,4,0,핸킨스,서재응
20130815,한화,LG,4,6,박정진,김선규
20130816,넥센,롯데,3,9,강윤구,유먼
20130816,삼성,NC,1,3,밴덴헐크,노성호
20130816,두산,KIA,9,7,유희관,김진우
20130816,한화,LG,2,1,유창식,리즈
20130817,넥센,삼성,1,2,밴헤켄,윤성환
20130817,SK,두산,1,4,윤희상,노경은
20130817,NC,롯데,3,5,아담,김사율
20130817,LG,KIA,4,3,류제국,소사
20130818,넥센,삼성,5,4,문성현,장원삼
20130818,SK,두산,9,0,레이예스,이재우
20130818,NC,롯데,6,6,,
20130818,LG,KIA,4,7,이상열,빌로우
20130820,SK,삼성,8,4,세든,차우찬
20130820,NC,두산,8,6,찰리,핸킨스
20130820,롯데,한화,4,0,송승준,이브랜드
20130820,LG,넥센,5,3,신정락,김영민
20130821,SK,삼성,7,9,김광현,배영수
20130821,NC,두산,7,5,이재학,유희관
20130821,롯데,한화,6,4,유먼,바티스타
20130821,LG,넥센,4,6,김선규,이정훈
20130822,두산,삼성,2,4,노경은,밴덴헐크
20130822,NC,넥센,1,6,노성호,오재영
20130822,LG,SK,1,6,리즈,백인식
20130822,KIA,한화,3,4,빌로우,유창식
20130823,두산,삼성,13,4,홍상삼,윤성환
20130823,NC,넥센,6,5,임창민,강윤구
20130823,LG,SK,11,5,류제국,레이예스
20130824,KIA,넥센,2,4,서재응,문성현
20130824,한화,두산,6,2,윤근영,정재훈
20130825,삼성,롯데,5,2,장원삼,옥스프링
20130825,SK,NC,2,0,세든,찰리
20130825,KIA,넥센,9,6,임준섭,김상수
20130825,한화,두산,3,2,이브랜드,핸킨스
20130827,넥센,LG,1,0,나이트,우규민
20130827,NC,삼성,1,2,손민한,안지만
20130827,롯데,KIA,7,2,정대현,박지훈
20130827,한화,SK,0,3,윤근영,윤희상
20130828,넥센,LG,4,3,송신영,이동현
20130828,NC,삼성,9,1,노성호,밴덴헐크
20130828,롯데,KIA,4,5,김승회,최향남
20130828,한화,SK,3,4,박정진,윤길현
20130829,삼성,SK,2,5,윤성환,김광현
20130829,두산,NC,6,0,노경은,에릭
20130829,한화,롯데,0,1,이태양,홍성민
20130830,넥센,KIA,4,1,문성현,김진우
20130830,삼성,SK,5,1,배영수,레이예스
20130830,두산,NC,5,4,윤명준,임창민
20130830,한화,롯데,4,6,송창현,옥스프링
20130831,넥센,한화,2,3,밴헤켄,이브랜드
20130831,NC,KIA,7,3,이성민,임준섭
20130831,LG,롯데,8,2,류제국,김사율
20130901,넥센,한화,7,3,이정훈,윤근영
20130901,삼성,두산,0,4,장원삼,유희관
20130901,NC,KIA,12,3,이재학,서재응
20130901,LG,롯데,3,2,신정락,이명우
20130903,SK,LG,4,3,진해수,이동현
20130903,두산,한화,12,2,핸킨스,유창식
20130903,롯데,넥센,5,4,송승준,나이트
20130903,KIA,삼성,5,2,소사,밴덴헐크
20130904,SK,LG,1,2,박정배,유원상
20130904,두산,한화,7,5,노경은,김광수
20130904,롯데,넥센,2,5,옥스프링,오재영
20130904,KIA,삼성,7,5,빌로우,윤성환
20130905,넥센,NC,2,1,김영민,손민한
20130905,SK,롯데,6,3,김광현,홍성민
20130905,LG,한화,1,2,정현욱,박정진
20130905,KIA,두산,2,6,김진우,오현택
20130906,LG,한화,6,3,류제국,박정진
20130906,KIA,두산,5,6,임준섭,유희관
20130907,삼성,LG,7,2,배영수,우규민
20130907,두산,넥센,1,10,서동환,밴헤켄
20130907,NC,SK,3,4,손민한,박정배
20130907,한화,KIA,11,5,김광수,서재응
20130908,삼성,LG,4,5,차우찬,리즈
20130908,두산,넥센,5,6,오현택,한현희
20130908,NC,SK,6,10,이성민,세든
20130908,한화,KIA,8,7,송창식,윤석민
20130910,SK,KIA,5,3,박정배,최향남
20130910,롯데,NC,2,3,유먼,찰리
20130911,삼성,넥센,7,1,윤성환,문성현
20130911,SK,KIA,1,2,진해수,윤석민
20130911,롯데,NC,2,0,송승준,에릭
20130912,두산,SK,9,7,정재훈,박희수
20130912,롯데,삼성,1,0,옥스프링,밴덴헐크
20130912,KIA,LG,3,11,임준섭,류제국
20130912,한화,NC,8,5,이브랜드,노성호
20130913,두산,SK,1,6,유희관,윤희상
20130913,롯데,삼성,5,10,이재곤,장원삼
20130913,KIA,LG,2,7,송은범,우규민
20130913,한화,NC,1,9,송창현,이재학
20130914,넥센,SK,7,3,밴헤켄,세든
20130914,삼성,한화,3,4,배영수,김광수
20130914,두산,롯데,11,4,핸킨스,김사율
20130914,NC,LG,0,1,이성민,리즈
20130915,넥센,SK,7,6,나이트,레이예스
20130915,삼성,한화,9,2,차우찬,유창식
20130915,두산,롯데,6,6,,
20130915,NC,LG,2,0,찰리,이동현
20130916,넥센,NC,3,1,오재영,에릭
20130916,KIA,한화,6,9,소사,정대훈
20130917,넥센,롯데,7,1,문성현,송승준
20130917,두산,삼성,3,4,유창준,윤성환
20130917,LG,SK,5,3,신정락,진해수
20130917,KIA,한화,5,2,빌로우,이브랜드
20130918,NC,삼성,5,8,이민호,오승환
20130918,LG,SK,8,4,류제국,김광현
20130918,KIA,롯데,3,12,박경태,홍성민
20130918,한화,두산,1,3,송창현,노경은
20130919,LG,SK,2,8,우규민,윤희상
20130919,넥센,KIA,4,1,마정길,임준섭
20130919,삼성,두산,7,1,장원삼,유희관
20130919,NC,롯데,3,4,손민한,이상화
20130920,넥센,KIA,6,0,밴헤켄,송은범
20130920,SK,한화,5,6,이재영,송창식
20130920,두산,LG,6,0,니퍼트,리즈
20130921,삼성,넥센,8,6,배영수,나이트
20130921,SK,한화,9,3,레이예스,윤근영
20130921,KIA,두산,6,8,심동섭,김선우
20130922,SK,한화,3,2,백인식,이브랜드
20130922,롯데,넥센,3,4,정대현,손승락
20130922,LG,NC,6,1,신정락,찰리
20130922,KIA,두산,3,11,소사,이재우
20130923,롯데,두산,10,3,송승준,노경은
20130923,한화,삼성,1,4,송창현,차우찬
20130924,삼성,SK,6,4,윤성환,여건욱
20130924,롯데,KIA,8,2,옥스프링,박경태
20130925,삼성,SK,7,3,신용운,진해수
20130925,NC,넥센,1,0,김진성,강윤구
20130925,롯데,KIA,1,7,김사율,임준섭
20130925,LG,한화,1,8,우규민,유창식
20130926,삼성,SK,5,8,장원삼,세든
20130926,NC,두산,1,8,노성호,니퍼트
20130926,롯데,KIA,2,1,이상화,송은범
20130927,롯데,삼성,4,3,홍성민,오승환
20130927,KIA,SK,1,1,,
20130927,한화,NC,2,3,이브랜드,에릭
20130928,넥센,LG,4,0,밴헤켄,리즈
20130928,KIA,SK,14,6,신승현,임경완
20130928,한화,롯데,0,6,송창현,송승준
20130929,삼성,LG,5,7,차우찬,류제국
20130929,두산,넥센,6,11,노경은,오재영
20130929,한화,KIA,14,10,정대훈,신창호
20130930,삼성,한화,9,2,윤성환,윤근영
20130930,SK,롯데,1,7,윤희상,옥스프링
20130930,두산,LG,7,3,유희관,신재웅
20130930,KIA,NC,3,0,박경태,찰리
20131001,넥센,NC,2,6,문성현,이재학
20131001,삼성,한화,8,2,밴덴헐크,유창식
20131001,LG,롯데,3,4,,
20131002,넥센,NC,2,1,나이트,에릭
20131002,삼성,롯데,9,2,장원삼,이상화
20131002,SK,KIA,9,0,세든,임준섭
